orderid,shipcity,shipstate,shippostalcode,shipcountry,courier_status
408-3215724-8847533,ADDAKAL,TELANGANA,509382.0,IN,Unshipped
404-9737710-7109945,RAIA,GOA,403720.0,IN,Shipped
406-8985990-7477108,JAIPUR,RAJASTHAN,302017.0,IN,Shipped
171-2918139-4079555,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
406-7223714-5500331,BENGALURU,KARNATAKA,560102.0,IN,Shipped
406-7223714-5500331,BENGALURU,KARNATAKA,560102.0,IN,Shipped
406-5661704-4480312,BENGALURU,KARNATAKA,560102.0,IN,Shipped
171-6899752-6674764,Panchkula,HARYANA,134114.0,IN,Shipped
403-5954745-2222729,MUMBAI,MAHARASHTRA,400012.0,IN,Shipped
406-8808676-0300360,HYDERABAD,TELANGANA,500060.0,IN,Shipped
403-4684897-4037142,GAGRET INDUSTRIAL AREA,HIMACHAL PRADESH,177205.0,IN,Cancelled
171-7273875-5669114,GUNTUR,ANDHRA PRADESH,522410.0,IN,Shipped
403-4800774-7016354,VIZIANAGARAM,ANDHRA PRADESH,535003.0,IN,Shipped
403-4800774-7016354,VIZIANAGARAM,ANDHRA PRADESH,535003.0,IN,Shipped
404-8558876-4890753,PALLICHAL,KERALA,695020.0,IN,Shipped
405-9082547-0437901,SHIVPURI,MADHYA PRADESH,473551.0,IN,Shipped
405-0999803-4788342,MUZAFFARNAGAR,UTTAR PRADESH,251001.0,IN,Shipped
406-3833324-1601931,HYDERABAD,TELANGANA,500060.0,IN,Cancelled
405-7729816-5054719,BHOPAL,MADHYA PRADESH,462038.0,IN,Shipped
405-4791813-4285908,BHOPAL,MADHYA PRADESH,462038.0,IN,Shipped
407-7453056-6969134,Kanpur,UTTAR PRADESH,208001.0,IN,Shipped
405-2555390-4649112,BENGALURU,KARNATAKA,560060.0,IN,Shipped
404-1721582-7503524,RAIA,GOA,403720.0,IN,Unshipped
405-3003605-7663546,BENGALURU,KARNATAKA,560016.0,IN,Shipped
407-1038846-6646711,NEW DELHI,DELHI,110019.0,IN,Shipped
407-7309796-1652341,KANNIYAKUMARI,TAMIL NADU,629702.0,IN,Shipped
404-1468499-5038720,THIRUVANANTHAPURAM,KERALA,695525.0,IN,Shipped
403-2875225-7407525,MATTANNUR,KERALA,670702.0,IN,Shipped
403-9679139-2648306,JALANDHAR,PUNJAB,144007.0,IN,Shipped
408-0622219-7750735,GHAZIABAD,UTTAR PRADESH,201009.0,IN,Shipped
404-1771992-1241165,KANPUR,UTTAR PRADESH,208001.0,IN,Unshipped
404-1771992-1241165,KANPUR,UTTAR PRADESH,208001.0,IN,Unshipped
408-5108682-4462768,PUDUCHERRY,PUDUCHERRY,605009.0,IN,Shipped
403-0984673-1893161,BENGALURU,KARNATAKA,560043.0,IN,Shipped
408-6871860-5446709,KOTTAYAM,KERALA,686016.0,IN,Shipped
402-4520980-0448345,MUMBAI,MAHARASHTRA,400016.0,IN,Unknown
171-0024891-4859557,BOKARO STEEL CITY,JHARKHAND,827004.0,IN,Shipped
404-3046331-3477952,KANAKAMMACHATHRAM,TAMIL NADU,631204.0,IN,Unshipped
406-6427636-5969134,Bangalore North,KARNATAKA,560016.0,IN,Shipped
404-6366485-4632350,"Mahadevapura, Bangalore",KARNATAKA,560048.0,IN,Shipped
405-6315942-1996356,Vadodara,Gujarat,390023.0,IN,Shipped
405-6315942-1996356,Vadodara,Gujarat,390023.0,IN,Shipped
407-9203149-1548350,PIDUGURALLA,ANDHRA PRADESH,522413.0,IN,Shipped
404-1046937-3186743,Ramapuram Chennai,TAMIL NADU,631204.0,IN,Unshipped
406-5570286-0731543,NEW DELHI,DELHI,110051.0,IN,Shipped
402-3938898-6574756,DIMAPUR,NAGALAND,797112.0,IN,Shipped
404-2628052-7539536,"Damdim, jalpaiguri",WEST BENGAL,735209.0,IN,Shipped
406-5564359-5034749,MUMBAI,MAHARASHTRA,400012.0,IN,Shipped
405-5892680-0354763,BENGALURU,KARNATAKA,560066.0,IN,Unshipped
405-4940752-3939533,BENGALURU,KARNATAKA,560066.0,IN,Unshipped
405-7024826-5408330,PIMPRI CHINCHWAD,MAHARASHTRA,411027.0,IN,Shipped
402-9388711-2602742,VADODARA,Gujarat,390019.0,IN,Shipped
406-8199452-3926750,KANPUR,UTTAR PRADESH,208001.0,IN,Shipped
406-8199452-3926750,KANPUR,UTTAR PRADESH,208001.0,IN,Shipped
406-3338330-9401954,KANPUR,UTTAR PRADESH,208001.0,IN,Shipped
406-3338330-9401954,KANPUR,UTTAR PRADESH,208001.0,IN,Shipped
408-9447199-1932334,GURUGRAM,HARYANA,122017.0,IN,Shipped
403-4178575-0886725,BANGALORE,KARNATAKA,560096.0,IN,Shipped
407-4640108-0037911,CHENNAI,TAMIL NADU,600100.0,IN,Shipped
404-0738988-8881133,Kalady,KERALA,683574.0,IN,Shipped
408-7841589-8640309,NELLORE,ANDHRA PRADESH,524001.0,IN,Shipped
402-3801894-3401158,GURUGRAM,HARYANA,122018.0,IN,Shipped
405-8947813-7540363,COIMBATORE,TAMIL NADU,641042.0,IN,Shipped
404-6220306-9013926,Hyderabad,TELANGANA,500089.0,IN,Shipped
406-8657328-9531564,ARRAH,BIHAR,802301.0,IN,Shipped
404-5425289-3721119,KOLKATA,WEST BENGAL,700021.0,IN,Shipped
408-8500416-7191543,THANE,MAHARASHTRA,400604.0,IN,Unknown
405-0403818-9772317,KAWARDHA,CHHATTISGARH,491995.0,IN,Unknown
403-3261212-5592343,PALAI,KERALA,686578.0,IN,Shipped
407-7673209-2409130,MUMBAI,MAHARASHTRA,400063.0,IN,Shipped
405-6275069-8709919,AHMEDABAD,Gujarat,382481.0,IN,Shipped
407-3701688-6089161,LUCKNOW,UTTAR PRADESH,226028.0,IN,Shipped
408-4129384-7673926,Visakhapatnam,ANDHRA PRADESH,530022.0,IN,Shipped
404-0433154-9049938,BENGALURU,KARNATAKA,560064.0,IN,Shipped
171-0159968-6273142,MUMBAI,MAHARASHTRA,400075.0,IN,Unknown
405-7805561-2949927,KOLKATA,WEST BENGAL,700048.0,IN,Shipped
404-7509848-7239517,CHENNAI,TAMIL NADU,603110.0,IN,Shipped
171-5220209-8891516,AGRA,UTTAR PRADESH,282002.0,IN,Shipped
404-9149250-5005908,TITABOR TOWN,ASSAM,785635.0,IN,Shipped
405-3079740-3521137,BENGALURU,KARNATAKA,560085.0,IN,Shipped
404-5789217-2697905,KOLKATA,WEST BENGAL,700080.0,IN,Shipped
404-5789217-2697905,KOLKATA,WEST BENGAL,700080.0,IN,Shipped
407-6150922-7609125,BENGALURU,KARNATAKA,560048.0,IN,Shipped
405-1435012-6252364,GURUGRAM,HARYANA,122002.0,IN,Shipped
405-1435012-6252364,GURUGRAM,HARYANA,122002.0,IN,Shipped
407-9524774-0175538,NALAGARH,HIMACHAL PRADESH,174101.0,IN,Shipped
408-5803039-6621905,delhi,DELHI,110074.0,IN,Shipped
171-1915151-6366754,MYSURU,KARNATAKA,570023.0,IN,Shipped
407-3127314-5861108,KANINA,HARYANA,123027.0,IN,Shipped
171-2954233-6624320,RAJAHMUNDRY,ANDHRA PRADESH,533102.0,IN,Shipped
406-6565652-2826731,MUMBAI,MAHARASHTRA,400022.0,IN,Shipped
402-2367104-5450731,PUNE,MAHARASHTRA,411041.0,IN,Shipped
403-2206763-8769959,HYDERABAD,TELANGANA,500084.0,IN,Shipped
408-2798621-3171557,PATNA,BIHAR,801503.0,IN,Shipped
408-6741723-6460306,MUMBAI,MAHARASHTRA,400092.0,IN,Shipped
408-5252722-2417118,JAMNAGAR,Gujarat,361002.0,IN,Shipped
403-0045132-5807554,BHACHAU,Gujarat,370140.0,IN,Shipped
403-9086038-1105965,PUNE,MAHARASHTRA,411036.0,IN,Shipped
407-9370779-4046756,AMBARNATH,MAHARASHTRA,421501.0,IN,Shipped
405-5025634-0157943,LUDHIANA,PUNJAB,141003.0,IN,Shipped
404-8202574-0923527,BENGALURU,KARNATAKA,560085.0,IN,Shipped
171-8840763-8465152,ADALAJ,Gujarat,382421.0,IN,Shipped
171-3997496-6461969,Hanumangarh junction,RAJASTHAN,335512.0,IN,Shipped
407-1102703-0885120,PUNE,MAHARASHTRA,411060.0,IN,Shipped
403-0406329-4165950,PUNE,MAHARASHTRA,411058.0,IN,Shipped
404-9203661-1783520,ROHTAK,HARYANA,124001.0,IN,Shipped
404-9203661-1783520,ROHTAK,HARYANA,124001.0,IN,Shipped
404-3100337-4458732,ROHTAK,HARYANA,124001.0,IN,Shipped
408-1785518-4495534,BHUBANESWAR,ODISHA,751001.0,IN,Shipped
402-7833750-9277129,BENGALURU,KARNATAKA,562125.0,IN,Shipped
404-4809088-4011512,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
404-4325714-1741905,MUMBAI,MAHARASHTRA,400059.0,IN,Shipped
405-7069456-6740303,PUNE,MAHARASHTRA,411047.0,IN,Shipped
407-4203221-4375534,Bangalore,KARNATAKA,560075.0,IN,Shipped
407-8591029-9589903,Alipurduat,WEST BENGAL,736121.0,IN,Shipped
171-7981466-8156301,BENGALURU,KARNATAKA,560048.0,IN,Shipped
171-0749543-8797137,MEERUT,UTTAR PRADESH,250001.0,IN,Unknown
402-3889841-1576308,CHURU,RAJASTHAN,331001.0,IN,Unshipped
405-5312007-9881164,Mumbai,MAHARASHTRA,400086.0,IN,Shipped
404-3768722-8781145,Delhi,Delhi,110015.0,IN,Shipped
402-3536812-6539528,HYDERABAD,TELANGANA,500056.0,IN,Shipped
404-4144507-5376354,BENGALURU,KARNATAKA,560076.0,IN,Shipped
403-5061524-1069157,BHILAI,CHHATTISGARH,490006.0,IN,Shipped
171-7468176-5116331,NEW DELHI,DELHI,110045.0,IN,Shipped
171-6835705-6345957,PIMPRI CHINCHWAD,MAHARASHTRA,411017.0,IN,Shipped
405-2290596-2564335,Bilaspur,CHHATTISGARH,495001.0,IN,Shipped
403-2121637-3275525,KOTTAYAM,KERALA,686613.0,IN,Shipped
407-6096004-5793922,NEW DELHI,DELHI,110074.0,IN,Cancelled
408-4111690-9378764,THIRUVANANTHAPURAM,KERALA,695543.0,IN,Unshipped
403-1962480-4791527,LEH,LADAKH,194101.0,IN,Shipped
402-3793602-2849965,CUTTACK,ODISHA,753014.0,IN,Shipped
171-0081554-6093915,HYDERABAD,TELANGANA,500068.0,IN,Shipped
408-8363802-3813934,PUNE,MAHARASHTRA,411028.0,IN,Unknown
408-3474789-8203513,PUNE,MAHARASHTRA,411028.0,IN,Shipped
404-5043804-0560348,NEW DELHI,DELHI,110053.0,IN,Shipped
407-7766490-9912333,DURGAPUR,WEST BENGAL,713206.0,IN,Unshipped
404-1568140-9281111,PIMPRI CHINCHWAD,MAHARASHTRA,411017.0,IN,Shipped
402-6167757-3497117,BALLEPALLE,TELANGANA,509301.0,IN,Shipped
403-3546618-5447508,KOTTAYAM,KERALA,686613.0,IN,Cancelled
403-5321908-1061103,PANIPAT,HARYANA,132103.0,IN,Shipped
171-9148955-5609926,MUMBAI,MAHARASHTRA,400097.0,IN,Unknown
171-9148955-5609926,MUMBAI,MAHARASHTRA,400097.0,IN,Unknown
407-6560458-4010752,BENGALURU,KARNATAKA,560105.0,IN,Shipped
408-6645050-2397918,PUNE,MAHARASHTRA,411045.0,IN,Shipped
405-3447018-1951558,MUMBAI,MAHARASHTRA,400057.0,IN,Shipped
408-6823756-2624346,SASARAM,BIHAR,821115.0,IN,Shipped
403-9358978-1325963,BENGALURU,KARNATAKA,560041.0,IN,Shipped
403-7985902-0760311,TRIVANDRUM,KERALA,695006.0,IN,Shipped
408-3126030-8968352,GHAZIABAD,UTTAR PRADESH,201002.0,IN,Shipped
171-3337849-8785139,LUCKNOW,UTTAR PRADESH,226003.0,IN,Shipped
407-3298145-4302730,BENGALURU,KARNATAKA,560038.0,IN,Shipped
406-4969597-4889915,KANPUR,UTTAR PRADESH,208027.0,IN,Shipped
171-5907336-2046713,VIJAYAWADA,ANDHRA PRADESH,520007.0,IN,Shipped
408-1500068-2601162,Pollachi,TAMIL NADU,642002.0,IN,Unknown
407-2864994-9107525,BENGALURU,KARNATAKA,560069.0,IN,Shipped
171-9574456-5181960,SECUNDERABAD,TELANGANA,500061.0,IN,Shipped
171-4566933-4406755,PURNIA,BIHAR,854301.0,IN,Shipped
406-6199896-7708345,RUSHIKONDA APIIC,ANDHRA PRADESH,530045.0,IN,Shipped
406-3344750-3089905,BARDHAMAN,WEST BENGAL,713148.0,IN,Shipped
171-2132772-4273153,Hyderabad,TELANGANA,500072.0,IN,Shipped
408-4303365-7087517,SURAT,Gujarat,394210.0,IN,Shipped
405-8691156-3881156,CHENNAI,TAMIL NADU,600097.0,IN,Shipped
407-3652323-1742754,RATLAM,MADHYA PRADESH,457001.0,IN,Shipped
408-6302592-9064349,PANDARIA,CHHATTISGARH,491559.0,IN,Shipped
408-3987542-7674749,VELLORE,TAMIL NADU,632009.0,IN,Shipped
408-1549094-4983544,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
405-3169562-8093162,NEW DELHI,DELHI,110016.0,IN,Shipped
402-8030507-3294716,HYDERABAD,TELANGANA,500032.0,IN,Shipped
405-2355859-0283567,MEDAK,TELANGANA,502321.0,IN,Shipped
405-0272567-4338740,AMRITSAR,PUNJAB,143001.0,IN,Shipped
171-4044598-7607555,SRIKAKULAM,ANDHRA PRADESH,532264.0,IN,Shipped
402-9553911-3797120,HYDERABAD,TELANGANA,500084.0,IN,Shipped
402-6159104-4848320,KOLKATA,WEST BENGAL,700033.0,IN,Shipped
171-8520982-9029148,BENGALURU,KARNATAKA,560027.0,IN,Shipped
402-3721594-5141167,GHAZIABAD,UTTAR PRADESH,201017.0,IN,Shipped
404-3803046-4068323,IMPHAL,MANIPUR,795001.0,IN,Unshipped
403-7571956-4268354,NAVI MUMBAI,MAHARASHTRA,400709.0,IN,Shipped
406-2144180-2646752,GADHINGLAJ,MAHARASHTRA,416502.0,IN,Shipped
404-9824686-5295561,PIMPRI CHINCHWAD Pune,MAHARASHTRA,411027.0,IN,Shipped
171-2247193-1690717,DIMAPUR,NL,797116.0,IN,Shipped
408-8518646-9233100,bangalore,KARNATAKA,560046.0,IN,Shipped
403-9775429-2272333,DHANBAD,JHARKHAND,826005.0,IN,Shipped
405-1373047-4153135,BOKARO STEEL CITY,JHARKHAND,827001.0,IN,Cancelled
404-7475490-3053105,THIRUVANANTHAPURAM,KERALA,695525.0,IN,Unshipped
171-5270050-6743567,VASAI VIRAR,MAHARASHTRA,401209.0,IN,Shipped
406-0864370-9908303,URAVAKONDA,ANDHRA PRADESH,515812.0,IN,Shipped
408-5988810-7910756,New delhi,DELHI,110030.0,IN,Shipped
402-4702141-8547508,GREATER NOIDA,UTTAR PRADESH,201310.0,IN,Shipped
408-7768926-8517944,MUMBAI,MAHARASHTRA,400057.0,IN,Shipped
403-2763517-3089934,WALUJ MIDC,MAHARASHTRA,431136.0,IN,Unshipped
171-5093113-1243543,KOLKATA,WEST BENGAL,700003.0,IN,Shipped
403-9066060-8581933,Kottakkal,KERALA,676503.0,IN,Shipped
408-3677713-8485149,Mukkom,KERALA,673602.0,IN,Shipped
403-6657485-3281128,CHENNAI,TAMIL NADU,600035.0,IN,Shipped
404-2025769-7652308,KOLKATA,WEST BENGAL,700019.0,IN,Shipped
404-9641041-5035566,Chennai,TAMIL NADU,603112.0,IN,Shipped
404-9641041-5035566,Chennai,TAMIL NADU,603112.0,IN,Shipped
404-9641041-5035566,Chennai,TAMIL NADU,603112.0,IN,Shipped
404-6158849-9643565,Chennai,TAMIL NADU,603112.0,IN,Shipped
404-6158849-9643565,Chennai,TAMIL NADU,603112.0,IN,Shipped
404-2975046-1570766,Chennai,TAMIL NADU,603112.0,IN,Shipped
402-8465050-7143536,SHIMLA,HIMACHAL PRADESH,172031.0,IN,Shipped
406-9924689-5296303,THANE,MAHARASHTRA,400608.0,IN,Shipped
406-4178197-8942739,THANE,MAHARASHTRA,400608.0,IN,Shipped
171-5193873-7181165,NEW DELHI,DELHI,110095.0,IN,Shipped
404-3610194-6117904,SURAT,Gujarat,395010.0,IN,Shipped
403-1936015-3329911,CHANDIGARH,CHANDIGARH,160101.0,IN,Shipped
406-4335609-4474738,ROBERTSGANJ,UTTAR PRADESH,231216.0,IN,Unshipped
402-7358480-3850742,DEHRADUN,UTTARAKHAND,248001.0,IN,Shipped
402-3637628-6216328,Bengaluru,KARNATAKA,560078.0,IN,Shipped
405-4258506-7144359,Mumbai,MAHARASHTRA,400093.0,IN,Shipped
405-5073194-8292314,MYSURU,KARNATAKA,570022.0,IN,Cancelled
405-3644036-0542714,KOLKATA,WEST BENGAL,700084.0,IN,Shipped
407-8663785-1503551,VIJAYAWADA,ANDHRA PRADESH,520007.0,IN,Shipped
402-3104369-8293129,HYDERABAD,TELANGANA,500098.0,IN,Unknown
402-4182256-5782709,JATANI,ODISHA,752050.0,IN,Shipped
407-2055242-3022767,HYDERABAD,TELANGANA,500085.0,IN,Shipped
403-3540648-1793131,GURUGRAM,HARYANA,122003.0,IN,Shipped
405-8540320-4349165,PUNE,MAHARASHTRA,411048.0,IN,Shipped
408-6206339-7301152,Chennai,TAMIL NADU,600092.0,IN,Shipped
408-1329055-1078753,Chennai,TAMIL NADU,600092.0,IN,Shipped
406-7692730-3565952,HYDERABAD,TELANGANA,500084.0,IN,Shipped
406-1187718-9731502,BHUBANESWAR,ODISHA,751012.0,IN,Shipped
407-5280017-3858715,BANGALORE,KARNATAKA,560020.0,IN,Shipped
171-9235054-5255567,NAVI MUMBAI,MAHARASHTRA,400706.0,IN,Shipped
408-5097072-4712322,NOIDA,UTTAR PRADESH,201301.0,IN,Shipped
402-0633442-9544323,DEOBAND,UTTAR PRADESH,247554.0,IN,Shipped
171-9712318-4339562,SRINAGAR,JAMMU & KASHMIR,190012.0,IN,Unshipped
405-5817439-9782714,MUMBAI,MAHARASHTRA,400069.0,IN,Shipped
171-6894926-6068366,NEW DELHI,DELHI,110095.0,IN,Cancelled
406-7687571-7143553,PUNE,MAHARASHTRA,411041.0,IN,Shipped
406-2921852-0802729,OSMANABAD,MAHARASHTRA,413501.0,IN,Unshipped
406-2598786-8424360,OSMANABAD,MAHARASHTRA,413501.0,IN,Unknown
406-7359682-1029150,BENGALURU,KARNATAKA,560066.0,IN,Shipped
403-7088829-1117968,Irakasandra,KARNATAKA,572117.0,IN,Shipped
407-5822698-8809124,GURGAON,HARYANA,122001.0,IN,Shipped
403-3394386-2912303,MUMBAI,MAHARASHTRA,400081.0,IN,Shipped
407-4011423-5932318,BENGALURU,KARNATAKA,560067.0,IN,Shipped
404-8997701-5838730,NEW DELHI,DELHI,110009.0,IN,Shipped
407-0245478-1425941,New delhi,DELHI,110022.0,IN,Shipped
405-6381642-1973957,SECUNDERABAD,TELANGANA,500061.0,IN,Shipped
406-5038784-6710761,BENGALURU,KARNATAKA,560062.0,IN,Shipped
171-0242185-4022727,LUCKNOW,UTTAR PRADESH,226020.0,IN,Shipped
402-9175044-8970764,Bengaluru,KARNATAKA,560035.0,IN,Shipped
403-2901886-1961143,JAIPUR,RAJASTHAN,302017.0,IN,Shipped
408-0825449-6940337,JAMSHEDPUR,JHARKHAND,831012.0,IN,Unknown
406-0856423-5669159,KOZHIKODE,KERALA,673006.0,IN,Shipped
404-0105960-6485163,NEDUMANGAD,KERALA,695541.0,IN,Shipped
403-8949543-8343557,VARANASI,UTTAR PRADESH,221005.0,IN,Shipped
407-7419861-4520333,NEW DELHI,DELHI,110096.0,IN,Shipped
402-6286471-9959505,BENGALURU,KARNATAKA,560092.0,IN,Shipped
405-1389811-0202722,KANPUR,UTTAR PRADESH,208019.0,IN,Shipped
402-0601289-0557157,CHURU,RAJASTHAN,331001.0,IN,Unshipped
406-5641403-9515549,ERNAKULAM,KERALA,682017.0,IN,Shipped
408-5878589-1799533,ELURU,ANDHRA PRADESH,534002.0,IN,Shipped
408-7690080-6207523,DURGAPUR,WEST BENGAL,713213.0,IN,Shipped
408-5134441-0429960,HYDERABAD,TELANGANA,500097.0,IN,Shipped
402-1731287-9981147,NEW DELHI,DELHI,110091.0,IN,Shipped
402-4829494-8513113,MUDBIDRI,KARNATAKA,574227.0,IN,Shipped
402-5845740-6529931,GUWAHATI,ASSAM,781020.0,IN,Shipped
403-2503598-5506718,BENGALURU,KARNATAKA,560041.0,IN,Shipped
405-1790173-3197132,bangalore,KARNATAKA,560068.0,IN,Shipped
405-6253437-4457118,Jamshedpur,JHARKHAND,831011.0,IN,Cancelled
404-0091108-4419524,MUMBAI,MAHARASHTRA,400022.0,IN,Shipped
171-0245906-2692319,Gurugram,HARYANA,122018.0,IN,Shipped
403-0327137-0797107,Shahdara,DELHI,110032.0,IN,Shipped
405-5738434-7198762,PUNE,MAHARASHTRA,411038.0,IN,Shipped
402-6596009-0106747,Hunsur,KARNATAKA,571105.0,IN,Shipped
404-6204048-5616358,Dharwad,KARNATAKA,580001.0,IN,Shipped
404-8847664-7095520,CHENNAI,TAMIL NADU,600078.0,IN,Shipped
404-3254731-3348353,MUMBAI,MAHARASHTRA,400053.0,IN,Shipped
408-7263987-7360342,ERNAKULAM,KERALA,682018.0,IN,Shipped
408-6727532-6802744,KANPUR,UTTAR PRADESH,208027.0,IN,Shipped
404-4478199-0613969,"Venjarammoodu,thiruvananthapuram",KERALA,695607.0,IN,Shipped
407-7400175-6494739,JAMSHEDPUR,JHARKHAND,831004.0,IN,Shipped
405-4954867-1925935,GUA,JHARKHAND,833213.0,IN,Shipped
407-6774029-0041905,TIRUCHIRAPPALLI,TAMIL NADU,620006.0,IN,Shipped
403-0553000-2528320,BENGALURU,KARNATAKA,562125.0,IN,Shipped
405-6849191-4869953,RAYADURG,ANDHRA PRADESH,515865.0,IN,Shipped
402-6564556-7974723,BANGALORE,KARNATAKA,560086.0,IN,Shipped
402-8710192-2986707,HYDERABAD,TELANGANA,500010.0,IN,Shipped
408-9189814-1337959,MORENA,MADHYA PRADESH,476001.0,IN,Shipped
408-9189814-1337959,MORENA,MADHYA PRADESH,476001.0,IN,Shipped
408-9189814-1337959,MORENA,MADHYA PRADESH,476001.0,IN,Shipped
408-9189814-1337959,MORENA,MADHYA PRADESH,476001.0,IN,Shipped
405-8457251-9440321,DEWAS,MADHYA PRADESH,455001.0,IN,Unknown
406-0389127-7131565,RANCHI,JHARKHAND,835222.0,IN,Shipped
404-2074637-5033964,NEW DELHI,DELHI,110051.0,IN,Shipped
408-1361340-6284358,JODHPUR,RAJASTHAN,342005.0,IN,Shipped
408-4456614-0613922,BULANDSHAHR,UTTAR PRADESH,203001.0,IN,Shipped
405-4344342-3969135,BENGALURU,KARNATAKA,560035.0,IN,Shipped
402-8855751-3141904,MYSURU,KARNATAKA,570002.0,IN,Shipped
408-0674219-5493938,Mumbai,MAHARASHTRA,400059.0,IN,Shipped
405-4209421-9056358,PARAVOOR,KERALA,691301.0,IN,Shipped
406-2527523-1804362,VISAKHAPATNAM,ANDHRA PRADESH,530017.0,IN,Shipped
171-8822316-2264308,NASHIK,MAHARASHTRA,422002.0,IN,Shipped
171-8822316-2264308,NASHIK,MAHARASHTRA,422002.0,IN,Shipped
405-1382824-0139523,DOHAD,Gujarat,389172.0,IN,Shipped
408-3540833-5681167,HYDERABAD,TELANGANA,500084.0,IN,Shipped
402-6278253-0763545,FATEHPUR FATEHPUR DISTRICT,UTTAR PRADESH,212601.0,IN,Shipped
408-8310139-4743521,Pimpri Chinchwad,MAHARASHTRA,411033.0,IN,Shipped
171-8304082-3222759,NAVI MUMBAI,MAHARASHTRA,400703.0,IN,Shipped
406-3846244-8341912,JODHPUR,RAJASTHAN,342002.0,IN,Shipped
405-0624078-6263508,MANGALURU,KARNATAKA,574142.0,IN,Shipped
402-2442123-3808334,KOTTAYAM,KERALA,686604.0,IN,Shipped
404-3341068-9605962,LUCKNOW,UTTAR PRADESH,226022.0,IN,Shipped
408-4557401-8025150,PATTIOM,KERALA,670691.0,IN,Shipped
408-7508098-4742752,MADURAI,TAMIL NADU,625009.0,IN,Cancelled
406-1979324-5747549,ALMORA,UTTARAKHAND,263601.0,IN,Shipped
404-5494614-6144317,DHARWAD,KARNATAKA,580006.0,IN,Shipped
171-3640773-5521926,PALI,RAJASTHAN,306401.0,IN,Unshipped
407-9533857-8290711,ROHTAK,HARYANA,124001.0,IN,Shipped
407-8876728-9460325,ROHTAK,HARYANA,124001.0,IN,Shipped
403-2237052-8432357,Bangalore,KARNATAKA,560078.0,IN,Shipped
407-9342493-8434757,Bilimora,Gujarat,396325.0,IN,Shipped
407-2070861-0186727,BHIWADI,RAJASTHAN,301019.0,IN,Shipped
171-9797994-2437136,Hubballi,KARNATAKA,580021.0,IN,Shipped
171-6350032-2622765,KURUD,CHHATTISGARH,493663.0,IN,Unshipped
405-1189923-0965941,LUCKNOW,UTTAR PRADESH,226003.0,IN,Shipped
405-1189923-0965941,LUCKNOW,UTTAR PRADESH,226003.0,IN,Shipped
406-4067771-2665902,MUMBAI,MAHARASHTRA,400078.0,IN,Shipped
402-9244246-4717953,COIMBATORE,TAMIL NADU,641006.0,IN,Shipped
402-7088453-6629109,COIMBATORE,TAMIL NADU,641006.0,IN,Shipped
408-7633695-8931551,LUCKNOW,UTTAR PRADESH,226010.0,IN,Shipped
405-0560909-8073133,HYDERABAD,TELANGANA,502032.0,IN,Shipped
402-9365141-1046721,Vilangad,KERALA,673506.0,IN,Shipped
407-8090136-1054750,BENGALURU,KARNATAKA,560023.0,IN,Shipped
406-6561042-5214716,SHIVAMOGGA,KARNATAKA,577201.0,IN,Shipped
404-1253860-4066769,GUWAHATI,ASSAM,781006.0,IN,Shipped
407-3046917-1230754,PUNE,MAHARASHTRA,411032.0,IN,Shipped
408-9924538-1973901,JAMSHEDPUR,JHARKHAND,831017.0,IN,Unknown
407-4282851-8349923,RAIPUR,CHHATTISGARH,492006.0,IN,Shipped
403-7846267-2782707,Durgapur,WEST BENGAL,713212.0,IN,Shipped
403-6612699-7604304,KOLKATA,WEST BENGAL,700075.0,IN,Shipped
171-4960232-7222709,HYDERABAD,TELANGANA,500072.0,IN,Shipped
404-7802625-1032323,GUWAHATI,ASSAM,781006.0,IN,Unknown
405-1898130-5961124,BENGALURU,KARNATAKA,560036.0,IN,Shipped
405-1898130-5961124,BENGALURU,KARNATAKA,560036.0,IN,Shipped
402-4892485-6219544,NEW DELHI,DELHI,110053.0,IN,Shipped
403-3090281-7974740,Durgapur,WEST BENGAL,713212.0,IN,Cancelled
402-9417205-7334735,PUDUCHERRY,PUDUCHERRY,605014.0,IN,Shipped
402-9417205-7334735,PUDUCHERRY,PUDUCHERRY,605014.0,IN,Shipped
404-0986582-8315553,GREATER NOIDA,UTTAR PRADESH,201306.0,IN,Shipped
407-4571355-7756342,MYSURU,KARNATAKA,570017.0,IN,Shipped
407-2953892-0208333,MYSURU,KARNATAKA,570017.0,IN,Shipped
407-2953892-0208333,MYSURU,KARNATAKA,570017.0,IN,Shipped
405-6344747-7353149,PIMPRI CHINCHWAD,MAHARASHTRA,411026.0,IN,Shipped
404-4590776-3805132,Kakkanad,KERALA,682037.0,IN,Shipped
404-4590776-3805132,Kakkanad,KERALA,682037.0,IN,Shipped
404-0173309-3907531,Kakkanad,KERALA,682037.0,IN,Shipped
405-8038408-0378754,GURUGRAM,HARYANA,122018.0,IN,Shipped
405-4906553-3678745,HYDERABAD,TELANGANA,500090.0,IN,Shipped
402-1498042-8394766,RAMAGUNDAM,TELANGANA,505215.0,IN,Shipped
407-6748271-9702759,JAIPUR,RAJASTHAN,302025.0,IN,Shipped
407-2051046-0314708,New Delhi,DELHI,110085.0,IN,Shipped
402-5148068-2588303,KANHANGAD,KERALA,671531.0,IN,Shipped
408-0613240-5232364,BHUBANESWAR,ODISHA,751013.0,IN,Shipped
