orderid,fulfillment,shipservicelevel
403-8949543-8343557,Amazon,Expedited
407-7419861-4520333,Merchant,Standard
402-6286471-9959505,Amazon,Expedited
405-1389811-0202722,Amazon,Expedited
402-0601289-0557157,Amazon,Expedited
406-5641403-9515549,Merchant,Standard
408-5878589-1799533,Amazon,Standard
408-7690080-6207523,Amazon,Expedited
408-5134441-0429960,Amazon,Expedited
402-1731287-9981147,Amazon,Expedited
402-4829494-8513113,Amazon,Expedited
402-5845740-6529931,Amazon,Expedited
403-2503598-5506718,Amazon,Expedited
405-1790173-3197132,Merchant,Standard
405-6253437-4457118,Amazon,Expedited
404-0091108-4419524,Amazon,Expedited
171-0245906-2692319,Amazon,Expedited
403-0327137-0797107,Amazon,Expedited
405-5738434-7198762,Merchant,Standard
402-6596009-0106747,Amazon,Expedited
404-6204048-5616358,Amazon,Expedited
404-8847664-7095520,Merchant,Standard
404-3254731-3348353,Amazon,Expedited
408-7263987-7360342,Merchant,Standard
408-6727532-6802744,Merchant,Standard
404-4478199-0613969,Amazon,Expedited
407-7400175-6494739,Amazon,Expedited
405-4954867-1925935,Amazon,Expedited
407-6774029-0041905,Merchant,Standard
403-0553000-2528320,Amazon,Expedited
405-6849191-4869953,Amazon,Expedited
402-6564556-7974723,Amazon,Expedited
402-8710192-2986707,Amazon,Expedited
408-9189814-1337959,Merchant,Standard
408-9189814-1337959,Merchant,Standard
408-9189814-1337959,Merchant,Standard
408-9189814-1337959,Merchant,Standard
405-8457251-9440321,Merchant,Standard
406-0389127-7131565,Amazon,Expedited
404-2074637-5033964,Amazon,Expedited
408-1361340-6284358,Amazon,Standard
408-4456614-0613922,Amazon,Expedited
405-4344342-3969135,Amazon,Expedited
402-8855751-3141904,Amazon,Expedited
408-0674219-5493938,Amazon,Expedited
405-4209421-9056358,Amazon,Expedited
406-2527523-1804362,Amazon,Expedited
171-8822316-2264308,Amazon,Expedited
171-8822316-2264308,Amazon,Expedited
405-1382824-0139523,Amazon,Expedited
408-3540833-5681167,Merchant,Standard
402-6278253-0763545,Amazon,Expedited
408-8310139-4743521,Amazon,Standard
171-8304082-3222759,Merchant,Standard
406-3846244-8341912,Merchant,Standard
405-0624078-6263508,Amazon,Expedited
402-2442123-3808334,Amazon,Expedited
404-3341068-9605962,Amazon,Expedited
408-4557401-8025150,Amazon,Expedited
408-7508098-4742752,Amazon,Expedited
406-1979324-5747549,Amazon,Expedited
404-5494614-6144317,Amazon,Expedited
171-3640773-5521926,Amazon,Expedited
407-9533857-8290711,Merchant,Standard
407-8876728-9460325,Amazon,Expedited
403-2237052-8432357,Amazon,Expedited
407-9342493-8434757,Amazon,Expedited
407-2070861-0186727,Merchant,Standard
171-9797994-2437136,Amazon,Expedited
171-6350032-2622765,Amazon,Expedited
405-1189923-0965941,Merchant,Standard
405-1189923-0965941,Merchant,Standard
406-4067771-2665902,Amazon,Expedited
402-9244246-4717953,Merchant,Standard
402-7088453-6629109,Amazon,Expedited
408-7633695-8931551,Merchant,Standard
405-0560909-8073133,Amazon,Expedited
402-9365141-1046721,Merchant,Standard
407-8090136-1054750,Amazon,Expedited
406-6561042-5214716,Amazon,Expedited
404-1253860-4066769,Amazon,Expedited
407-3046917-1230754,Amazon,Expedited
408-9924538-1973901,Merchant,Standard
407-4282851-8349923,Amazon,Expedited
403-7846267-2782707,Amazon,Expedited
403-6612699-7604304,Merchant,Standard
171-4960232-7222709,Merchant,Standard
404-7802625-1032323,Merchant,Standard
405-1898130-5961124,Merchant,Standard
405-1898130-5961124,Merchant,Standard
402-4892485-6219544,Merchant,Standard
403-3090281-7974740,Amazon,Expedited
402-9417205-7334735,Merchant,Standard
402-9417205-7334735,Merchant,Standard
404-0986582-8315553,Amazon,Expedited
407-4571355-7756342,Merchant,Standard
407-2953892-0208333,Amazon,Expedited
407-2953892-0208333,Amazon,Expedited
405-6344747-7353149,Merchant,Standard
404-4590776-3805132,Amazon,Expedited
404-4590776-3805132,Amazon,Expedited
404-0173309-3907531,Merchant,Standard
405-8038408-0378754,Merchant,Standard
405-4906553-3678745,Amazon,Expedited
402-1498042-8394766,Merchant,Standard
407-6748271-9702759,Amazon,Expedited
407-2051046-0314708,Merchant,Standard
402-5148068-2588303,Merchant,Standard
408-0613240-5232364,Merchant,Standard
405-9361055-4426758,Merchant,Standard
405-7753219-3265959,Amazon,Expedited
405-2187860-3349121,Merchant,Standard
406-2120852-7654760,Amazon,Expedited
404-2190378-4631520,Merchant,Standard
402-7534960-1997922,Amazon,Expedited
406-3474030-9909924,Amazon,Expedited
406-2091483-8620365,Amazon,Expedited
403-7144869-0881115,Merchant,Standard
405-8921078-1101948,Merchant,Standard
404-6416987-9269134,Amazon,Expedited
171-5063473-3649924,Amazon,Expedited
405-3177818-1542719,Amazon,Expedited
403-2776200-4283548,Amazon,Expedited
403-6862234-1674742,Amazon,Expedited
171-1848757-2532313,Amazon,Expedited
404-2581530-9985955,Amazon,Expedited
407-2666753-2788354,Amazon,Expedited
408-6453857-3083536,Amazon,Expedited
407-2381438-0794755,Merchant,Standard
407-7640312-2753119,Merchant,Standard
404-2137807-2359516,Amazon,Expedited
408-7627128-0289913,Amazon,Expedited
405-6063306-5946768,Amazon,Expedited
171-6000397-9372356,Amazon,Expedited
407-6540440-8657132,Amazon,Expedited
408-9790389-5217951,Amazon,Expedited
408-9790389-5217951,Amazon,Expedited
404-4083525-3810756,Amazon,Expedited
407-9232108-2267508,Merchant,Standard
407-9232108-2267508,Merchant,Standard
406-4628847-7663557,Amazon,Expedited
171-2218123-5633955,Merchant,Standard
408-6925218-1963509,Amazon,Expedited
408-0229199-4506731,Amazon,Expedited
408-0229199-4506731,Amazon,Expedited
408-0229199-4506731,Amazon,Expedited
407-3195349-1836329,Amazon,Expedited
405-0732799-9479569,Amazon,Expedited
402-0335737-1650756,Merchant,Standard
S02-1006261-5356758,Amazon,Standard
S02-3681731-6111841,Amazon,Standard
404-6128174-9534761,Amazon,Expedited
S02-1926028-4838217,Amazon,Standard
406-0983295-8481143,Merchant,Standard
S02-6828927-1180856,Amazon,Standard
S02-3409426-0744131,Amazon,Standard
408-8203333-2276325,Merchant,Standard
402-4104463-8046738,Amazon,Expedited
171-4623042-7676322,Merchant,Standard
171-4623042-7676322,Merchant,Standard
171-4623042-7676322,Merchant,Standard
171-4623042-7676322,Merchant,Standard
171-2966345-1086728,Amazon,Expedited
171-7487513-1325931,Amazon,Expedited
406-6871653-0796349,Merchant,Standard
171-2775977-3805147,Merchant,Standard
403-5614204-2580367,Amazon,Expedited
407-0171172-4088354,Amazon,Expedited
408-7553038-7673116,Amazon,Expedited
406-0855203-5983527,Amazon,Expedited
407-7411832-5906717,Amazon,Expedited
171-8172640-4577922,Amazon,Expedited
402-1985268-9313967,Amazon,Expedited
408-6286758-8429929,Merchant,Standard
405-0811963-7601109,Amazon,Expedited
404-2839716-2845130,Merchant,Standard
171-0422895-4803531,Merchant,Standard
171-8063541-5579540,Amazon,Expedited
402-4909256-9477130,Merchant,Standard
171-4535326-6075545,Amazon,Expedited
408-0649800-7927512,Merchant,Standard
407-6100465-6296335,Amazon,Expedited
404-5035071-4205950,Merchant,Standard
407-7220012-7393119,Merchant,Standard
407-0057264-0247578,Amazon,Expedited
405-5814486-7109148,Amazon,Expedited
407-0470027-7079506,Amazon,Expedited
402-2579851-6361162,Amazon,Expedited
403-2354901-8317927,Merchant,Standard
406-7452667-5189913,Amazon,Expedited
404-6232003-6682757,Amazon,Expedited
171-3295889-9942703,Amazon,Expedited
408-1623017-7275500,Amazon,Standard
171-7055863-6888336,Amazon,Expedited
171-3894671-2334720,Amazon,Expedited
171-9415061-9761169,Amazon,Expedited
405-5534707-8124309,Merchant,Standard
407-9287244-6741956,Amazon,Expedited
407-3851507-3929142,Amazon,Expedited
171-0053093-2890710,Amazon,Expedited
405-2826853-2353927,Merchant,Standard
404-1212840-2649943,Amazon,Expedited
404-3931697-7432324,Amazon,Expedited
406-7099071-3005923,Merchant,Standard
402-0731723-0589154,Amazon,Expedited
402-0731723-0589154,Amazon,Expedited
404-3039562-3141128,Merchant,Standard
406-7026274-0491504,Merchant,Standard
408-5311588-1189920,Amazon,Expedited
406-9972112-3192368,Amazon,Expedited
404-5350657-6422752,Amazon,Expedited
407-8129230-1609952,Merchant,Standard
402-3689683-2298756,Amazon,Expedited
407-7096924-4051550,Amazon,Expedited
402-2546709-7241950,Amazon,Expedited
405-4853153-5411515,Amazon,Expedited
407-5128488-9383541,Merchant,Standard
402-8293007-3919551,Merchant,Standard
407-6228197-5812364,Amazon,Expedited
408-7935143-6501130,Amazon,Expedited
406-8976007-3243537,Amazon,Expedited
405-1177707-5695500,Amazon,Expedited
402-6149975-6511510,Amazon,Expedited
405-5073403-9466722,Amazon,Expedited
406-9008701-4571550,Amazon,Expedited
171-8275846-1418762,Amazon,Expedited
171-3109209-0818768,Merchant,Standard
404-7154074-4621909,Merchant,Standard
407-1975389-2272326,Merchant,Standard
405-0399213-9139562,Amazon,Expedited
408-2088818-3565958,Amazon,Expedited
404-6786328-6222755,Amazon,Expedited
405-0768693-3052309,Amazon,Expedited
406-8955350-8526702,Merchant,Standard
405-5488860-3295560,Amazon,Expedited
405-0237363-1257101,Merchant,Standard
408-0722613-8459519,Merchant,Standard
405-1805891-3126762,Amazon,Expedited
408-8436166-7149112,Amazon,Expedited
403-9910295-7324306,Amazon,Expedited
406-1983523-7143505,Amazon,Expedited
405-8999447-8732368,Merchant,Standard
171-6026597-0374762,Amazon,Expedited
402-0763073-5447565,Merchant,Standard
406-1261470-0401102,Amazon,Expedited
404-6326859-7919506,Amazon,Expedited
402-4803595-6620318,Merchant,Standard
404-4129727-9465127,Amazon,Expedited
405-3817167-6383529,Amazon,Expedited
403-1802625-4781102,Merchant,Standard
171-7859548-3927502,Merchant,Standard
408-8777109-6452328,Merchant,Standard
407-4829670-8890717,Merchant,Standard
407-4198707-0075555,Merchant,Standard
171-0850833-9320337,Amazon,Expedited
405-9497743-9809958,Merchant,Standard
403-7713067-9877923,Amazon,Expedited
406-0966248-9743559,Merchant,Standard
403-7241074-5679506,Amazon,Expedited
171-0110608-8128325,Merchant,Standard
406-7193812-3795547,Amazon,Expedited
406-7318122-4046763,Amazon,Expedited
171-8000073-3240317,Merchant,Standard
404-4836770-5861158,Amazon,Expedited
405-7673194-9797909,Merchant,Standard
171-6264037-5249902,Amazon,Expedited
171-1465278-4587561,Amazon,Expedited
171-1465278-4587561,Amazon,Expedited
403-6064949-5155523,Merchant,Standard
406-0932584-9510752,Amazon,Expedited
404-3266137-0187567,Merchant,Standard
408-8428736-6716305,Merchant,Standard
405-3123593-3109942,Merchant,Standard
405-3123593-3109942,Merchant,Standard
402-8511482-3521133,Merchant,Standard
403-0728133-3369151,Amazon,Expedited
403-0728133-3369151,Amazon,Expedited
402-9990035-1189946,Merchant,Standard
171-0035884-6656354,Merchant,Standard
171-0177661-5275516,Amazon,Expedited
404-7013305-6901958,Merchant,Standard
404-7013305-6901958,Merchant,Standard
407-9948328-8613133,Amazon,Expedited
171-1957916-7964363,Amazon,Expedited
408-3143506-1114765,Amazon,Expedited
408-0776717-8158745,Merchant,Standard
405-1934396-3305957,Amazon,Expedited
406-7282379-4898718,Merchant,Standard
406-6287711-4537933,Amazon,Expedited
407-6085768-0329943,Amazon,Expedited
407-3737718-1577166,Merchant,Standard
402-0392118-6016339,Merchant,Standard
402-5987942-6393917,Amazon,Expedited
405-8573405-9778738,Amazon,Expedited
405-5977834-2823513,Amazon,Expedited
405-5977834-2823513,Amazon,Expedited
408-7626722-2624330,Amazon,Expedited
407-0355543-7901959,Amazon,Expedited
407-8990170-7933967,Amazon,Expedited
407-4631181-9369111,Merchant,Standard
404-7877074-7669901,Amazon,Expedited
404-4650299-8891568,Merchant,Standard
408-7156144-2955559,Amazon,Expedited
171-4110650-2257910,Merchant,Standard
403-2510531-3770752,Merchant,Standard
403-2510531-3770752,Merchant,Standard
408-1973611-1557945,Amazon,Standard
406-7300465-3445920,Merchant,Standard
402-0496893-1316333,Amazon,Expedited
407-7752912-7913113,Amazon,Expedited
406-3081422-3584364,Amazon,Expedited
405-6438645-9288322,Merchant,Standard
406-1522671-8885931,Amazon,Expedited
404-0229649-5265174,Merchant,Standard
405-1453530-8760369,Amazon,Expedited
407-4864243-9400327,Merchant,Standard
407-4864243-9400327,Merchant,Standard
408-3324560-4837964,Amazon,Expedited
408-9367267-1009943,Amazon,Expedited
406-0583608-1740345,Merchant,Standard
171-8260646-4866766,Merchant,Standard
402-7418626-1893936,Merchant,Standard
407-8940421-9402734,Amazon,Expedited
408-3436720-2114724,Amazon,Expedited
404-1149787-8465143,Amazon,Expedited
405-3996332-6241140,Merchant,Standard
405-3309067-2874731,Amazon,Expedited
406-3940751-8289163,Amazon,Expedited
402-7427380-5617147,Amazon,Expedited
402-3674889-5247549,Amazon,Expedited
404-9433736-3754748,Amazon,Expedited
402-5270838-5123527,Merchant,Standard
402-8436185-6536321,Amazon,Expedited
406-8269904-1213919,Merchant,Standard
403-4544659-5526739,Amazon,Expedited
405-2417023-3704312,Amazon,Expedited
171-0278448-6007553,Amazon,Expedited
404-0168400-5512361,Merchant,Standard
405-0667944-4083537,Amazon,Expedited
171-9530622-2280311,Amazon,Expedited
405-0965821-2369901,Merchant,Standard
402-0140422-7703512,Amazon,Expedited
171-0159362-0680311,Merchant,Standard
404-8501158-6593108,Amazon,Expedited
405-0917304-5435555,Amazon,Expedited
404-5119701-2377941,Amazon,Expedited
406-2056504-8345934,Merchant,Standard
408-7200083-4150720,Merchant,Standard
402-8168995-4745919,Amazon,Expedited
406-6622294-4344359,Amazon,Expedited
402-3472099-9850751,Amazon,Expedited
406-3412335-1441943,Merchant,Standard
405-4487626-6963550,Merchant,Standard
403-3611197-9527554,Amazon,Expedited
408-9330245-0574735,Amazon,Expedited
406-0094514-6250718,Merchant,Standard
408-8552126-2844343,Amazon,Standard
402-2112428-8756338,Amazon,Expedited
402-2112428-8756338,Amazon,Expedited
402-5614347-4428318,Merchant,Standard
402-1482834-5739526,Amazon,Expedited
402-1482834-5739526,Amazon,Expedited
402-1482834-5739526,Amazon,Expedited
402-1482834-5739526,Amazon,Expedited
402-1482834-5739526,Amazon,Expedited
408-8562063-2229136,Amazon,Expedited
406-9972228-2945132,Amazon,Expedited
406-1847890-8665900,Merchant,Standard
405-3241271-6537140,Amazon,Expedited
171-9524976-7689925,Merchant,Standard
405-3970307-9201122,Amazon,Expedited
403-9217527-2368324,Merchant,Standard
402-9072294-6318761,Merchant,Standard
404-1547535-6017100,Merchant,Standard
403-7686259-9173167,Merchant,Standard
404-6248807-4940313,Merchant,Standard
171-3192152-4942727,Amazon,Expedited
404-5553822-6322736,Amazon,Expedited
407-8640982-0776301,Amazon,Expedited
402-0771307-8446702,Amazon,Expedited
404-7948037-0967564,Amazon,Expedited
403-4257033-0298732,Merchant,Standard
402-9302749-9525143,Amazon,Expedited
406-2133422-3835543,Merchant,Standard
171-6141777-3318700,Amazon,Expedited
406-3596354-9054705,Merchant,Standard
403-5422201-2513110,Amazon,Expedited
407-5314518-2637926,Merchant,Standard
403-5757641-4749167,Amazon,Expedited
171-6433977-7334732,Amazon,Expedited
402-9352650-3377955,Amazon,Expedited
402-0727867-2021157,Merchant,Standard
408-8446091-4878743,Merchant,Standard
406-0977571-5269124,Amazon,Expedited
171-5167647-1013911,Amazon,Expedited
171-9890532-6736325,Amazon,Expedited
405-1740312-2926732,Amazon,Expedited
402-6070675-3797150,Amazon,Expedited
403-9927725-9297958,Amazon,Expedited
405-2668088-4616368,Amazon,Expedited
171-3239704-1655545,Merchant,Standard
406-8716688-5086751,Amazon,Expedited
171-8366335-3568319,Merchant,Standard
171-6466840-1095568,Amazon,Expedited
S02-8357726-8633940,Amazon,Standard
S02-6358630-3384547,Amazon,Standard
S02-8920429-3367507,Amazon,Standard
S02-0827522-8659612,Amazon,Standard
S02-7924344-3280541,Amazon,Standard
S02-7832149-5714447,Amazon,Standard
S02-9649067-3246849,Amazon,Standard
S02-2310917-8166336,Amazon,Standard
S02-0668744-7285638,Amazon,Standard
408-1020919-0332346,Merchant,Standard
402-8608966-0497909,Merchant,Standard
404-2427692-9501135,Amazon,Expedited
404-1071598-3355562,Amazon,Expedited
408-5330747-2682707,Amazon,Expedited
403-5447629-3158717,Merchant,Standard
403-5050806-6000301,Merchant,Standard
403-8722192-2933142,Amazon,Expedited
403-8722192-2933142,Amazon,Expedited
403-8975734-1851549,Amazon,Expedited
403-8975734-1851549,Amazon,Expedited
402-8527059-1031549,Amazon,Expedited
171-2432214-0330740,Merchant,Standard
404-8925255-9705918,Amazon,Expedited
171-8842990-9604304,Merchant,Standard
408-5063264-5242726,Merchant,Standard
404-9408926-4733910,Amazon,Expedited
407-3740637-1317958,Merchant,Standard
407-2260192-8693947,Merchant,Standard
405-3551293-9088302,Merchant,Standard
406-3205275-1074704,Amazon,Expedited
403-4214772-2567517,Merchant,Standard
402-8487224-3553913,Merchant,Standard
403-9513144-2927533,Merchant,Standard
402-8682060-0693115,Amazon,Expedited
404-1929205-8889960,Merchant,Standard
402-6985791-5029947,Amazon,Expedited
402-6985791-5029947,Amazon,Expedited
402-9290699-2318740,Merchant,Standard
404-8911790-2998722,Amazon,Expedited
404-2792245-5849903,Merchant,Standard
402-0004873-4097950,Merchant,Standard
171-6208570-0790723,Merchant,Standard
407-6353505-8789167,Merchant,Standard
406-4781702-8621902,Merchant,Standard
408-6458277-9293160,Amazon,Expedited
404-4847073-9697928,Amazon,Expedited
402-6602564-6537151,Merchant,Standard
403-2588696-1605117,Amazon,Expedited
403-3065628-3511511,Amazon,Expedited
408-5251979-2961927,Amazon,Expedited
406-0370162-8386751,Merchant,Standard
406-6596726-1214769,Merchant,Standard
408-4140234-9883546,Merchant,Standard
408-3796342-4008368,Merchant,Standard
171-2874939-5405137,Merchant,Standard
171-7506810-6084313,Amazon,Expedited
404-1324919-2718751,Amazon,Expedited
171-4711335-8942722,Merchant,Standard
171-7947566-3043501,Amazon,Expedited
408-8843533-2632320,Merchant,Standard
404-5519223-1541945,Amazon,Expedited
407-3068542-0245162,Amazon,Expedited
404-9956470-5527541,Merchant,Standard
404-5230181-3755548,Amazon,Expedited
408-9144307-1046748,Amazon,Expedited
408-0420377-1502749,Merchant,Standard
407-7636607-5117968,Amazon,Expedited
405-3608078-1929159,Merchant,Standard
171-6566249-5445115,Merchant,Standard
404-8138985-9175541,Merchant,Standard
171-4593516-2891566,Merchant,Standard
402-9281882-8068369,Merchant,Standard
407-9641413-5294712,Amazon,Expedited
404-6172855-7194708,Amazon,Expedited
404-3198895-4012309,Merchant,Standard
406-2879103-4529136,Amazon,Expedited
408-7596733-9550756,Amazon,Expedited
407-9054070-5366749,Amazon,Expedited
407-0989425-4089957,Merchant,Standard
404-2256363-9993959,Amazon,Expedited
406-6770586-2705146,Merchant,Standard
171-7376855-2528301,Merchant,Standard
407-8009912-6813118,Merchant,Standard
402-2105555-6827522,Merchant,Standard
405-9750637-8292304,Amazon,Expedited
402-8757760-2058718,Amazon,Expedited
402-8757760-2058718,Amazon,Expedited
403-0198073-3169977,Merchant,Standard
405-7215365-9193163,Amazon,Expedited
408-1289561-3766747,Merchant,Standard
408-1565194-6613101,Merchant,Standard
